Identifiant,Projet,Rapporteur,Assigné à,Priorité,Impact,Reproductibilité,État,Résolution,Catégorie,Date de soumission,Mis à jour,Afficher l’état,Résumé,Description,Temps passé (h)
0019820,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-08,2020-11-11,public,Code tiers,"Bonjour , 

lorsque que l'on vérifie le nom du champs logiquecode tiers dans la fiche personne celui-ci est ser_codetiers capture 1 
Lorsque l'on est dans la fiche prêt le codetiers est mso_codetiers capture 2 
sur la fiche entreprise le codtiers est ser_codetiers capture 3 mais ne remonte pas. 

Pouvons nous avoir une analyse sur le sujet. 
",0.25
0019803,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,immédiate,critique,n'a pas essayé,accepté,résolu,Anomalie,2020-10-06,2020-11-11,public,Passerelle,"Bonjour , 

je constate ce matin qu'aucune des passerelles n'a ponctionnées cette nuit , elle sont toutes datées du 05/10.

Pouvez vous voir ce qu'il en est ? 

 ",4.5
0019526,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-08-14,2020-11-11,public,Questions champs dans SIGMA,"Bonjour,

Une collaboratrice nous a posé la question suivante :

Pouvez-vous nous dire ce qui peut engendrer la modification des champs :
- 1ère Promotion sur une fiche personne à côté de Lauréat.
Je pense que cette date ce met en place lorsque nous cochons la case Lauréat, est-ce que les associations peuvent modifier cette date ?

- Informations Date d'entrée / Date de sortie d'un membre.
Cette collaboratrice s'étonne d'avoir des dates d'entrée et date de sortie, savez d'où ça provient ?

J'ai rajouté des captures en pièce jointe.

Merci





",3
0019535,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-08-18,2020-11-11,public,Modifier l'adresse d'une association,"Bonjour,

Afin de modifier l'adresse d'une association pour les modèles de document etc.. Est-ce qu'il faut simplement changer les informations sur la division ?

Merci pour votre retour",0
0019514,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,toujours,accepté,résolu,Support,2020-08-06,2020-11-11,public,Modification des événements – Mis à jour non automatique,"Dossier 137460

Mail de suivi : fmuet@reseau-entreprendre.org

Priorité : moyenne

Sujet de la demande : Modification des événements – Mis à jour non automatique

Details de la demande : Bonjour,

Lorsque nous modifions un événement (ex : la participation ou la durée) les mises à jour ne se font pas automatiquement.

Pour la participation, nous devons depuis la fiche projet actualiser les cellules de comptage en haut à droite de la fiche projet.
Pour le suivi des heures, en cas de modification de la durée de l'événement nous devons aller dans la base suivi des heures de bénévolat pour modifier à la main le nombre d'heure de bénévolat pour chaque personne



cordialement,",0
0019972,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-11-09,2020-11-11,public,Modification d'association,"Bonjour,

je n'ai visiblement pas les droits pour modifier le siret d'une association. 

Je l'ai pourtant modifier dans Sécurite > division > Re Normandie Seine et Eure mais apparement le lien ne se fait pas avec le panneau de l'association.

Pourquoi n'ai je pas le droit de modifier ? Quel est le rôle ? 
Pourquoi le lien entre le panneau division et celui : association > information ?

Merci",0.75
0019142,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,n'a pas essayé,commentaire,ouvert,Evolution,2020-05-14,2020-11-09,public,Nouveau Profil SIGMA,"Bonjour Dominique Da Silva souhaite que Madame Federica SECHI puisse accéder à tout Réseau Entreprendre Italia, soit les 3 divisions suivantes : RE PIEMONTE / RE LOMBARDI / RE EMILIA.

Est-ce qu'il est possible de lui octroyer l'accès à ces 3 divisions ?

Merci d'avance pour votre retour,",2.25
0018979,C2S - RESEAU ENTREPRENDRE,nchatainier,nchatainier,normale,mineur,n'a pas essayé,commentaire,réouvert,Evolution,2020-03-25,2020-11-09,public,"création sous-statut ""ancien membre"" (0001311)","Hello Zakaria,

Peux-tu ajouter un statut ""Ancien Membre"" ? Il faudrait pour ces personnes pouvoir les filtrer (sous-statut ""ancien membre"") et ne pas les voir apparaître en filtrant sur les autres types de membres.

Pour les anciens membres, il faudrait que la grille date d'entrée/date de sortie reste visible pour eux, pour que l'asso puisse conserver l'historique de la relation avec ce membre.

Merci !
Audrey",4
0019969,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-11-06,2020-11-09,public,Doublons,"Nous constatons la création de doublons par Masao Entreprise : 

exemple Demonfort crée le 0311 18h04 par Masao Entreprise.
cf capture
",0
0019933,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-30,2020-11-09,public,Extraction,"Bonjour,  

est il possible d'avoir un extraction des modifications de prêts faites sur SIGMA par Nadia Berkane, Louis Hammel, Sophie Gras entre 2019 et aujourd'hui ?

Merci.",1
0019924,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-27,2020-11-09,public,Modification de vue,"Bonjour, 

J'ouvre ce ticket pour lieu d'échange sur un chantier sur les vues initié en début d'année.

nous avons plusieurs questions par rapport aux modifications de vue système : 
- peut on les supprimer des listes ? 
- quel est l'impact de la suppression de ces vues système ? 
- peut on les modifier ? 
- peut on les remplacer ? 
- Quel est le cout ? 

Merci 
",0.25
0019939,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-30,2020-11-06,public,MdV - LCBFT,"Bonjour, 

sur l'ancienne version le résultat de la vérification lCBFT remontait automatiquement dans Risque LCBFT.

Depuis la montée de version, cela ne fonctionne plus. Je vous mets en PJ l'exemple sur lequel j'ai fait le test.
",2
0019927,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,résolu,résolu,Evolution,2020-10-27,2020-11-03,public,Changement de nom de colonne,"Bonjour, 

je souhaiterai modifier un nom de colonne dans la vue qui se situe : 

MEnu > Accompagnement > Projet > colonne ""Programme""

Pouvez vous m'indiquer la démarche pour ce faire , merci.",0
0019923,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,urgente,bloquant,n'a pas essayé,résolu,résolu,Anomalie,2020-10-26,2020-10-30,public,Mdv- Image dans le module événements,"Bonjour , 

nous rencontrons à nouveau une problématique concernant le module événement suite au livrable de 8h. 

Les images ne se chargent pas à nouveau, ni le mail test ni le mail invités. 
Je vous joins les exemples en PJ.",4
0019860,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,majeur,toujours,résolu,résolu,Anomalie,2020-10-13,2020-10-26,public,MdV - Problème ajout de participant événement,"Bonjour,

Nous avons un collaborateur qui nous a remonté l'anomalie suivante. Depuis son événement ( par exemple 29 club accompagnateur ), il clique en haut à droite via les points verticaux ( voir capture d'écran ) puis fait Ajouter participants. Ensuite on se retrouve avec le message d'erreur en pièce jointe également.
Cela l'empêche de pouvoir rajouter des listes de communication. Il est obligé de rajouter une personne une à une depuis la liste des invités.

Merci pour votre retour.",5
0019873,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,immédiate,bloquant,n'a pas essayé,résolu,résolu,Anomalie,2020-10-15,2020-10-23,public,MdV- Modification de prêt ,"Lorsque nous passons une échéance en impayée le total du continu de diminuer.
Différent test ont été réalisé sur le prêt fictif Sophie Barra dupressoir, mais nous avons beaucoup de remontées de terrain.",5
0019867,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-14,2020-10-23,public,MdV - Rafraichissement de la vue,"Lorsque l'on fait une sélection via la recherche avancée, et que l'on souhaite l'utiliser dans le CRM, la vue ne rafraîchi pas les résultats et reste sur les résultats précédent. 
En vidant le cache le problème est résolu, cependant les utilisateurs ne vont pas le faire et le comportement est différent de l'ancienne version. 

Déroulé du cas : 
Recherché avancée > sélection d'une vue > utilisation d'une vue enregistré. 
Dans le CRM > sélection de la vue concernée, les résultats restent identiques aux résultats précédent. cf capture.",2.5
0019833,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,immédiate,bloquant,n'a pas essayé,résolu,résolu,Anomalie,2020-10-12,2020-10-22,public,Mdv - Création d'évènements,"Bonjour, 

suite à la montée de version, et le livrable attendu suite au 8 h de développements sur la création d’événements :
- le lien ""je participe / je ne participe pas"" n'est pas fonctionnel cf capture
- le texte insérer dans le corps du mail n'est pas repris
- l'insertion d'image comme testé en recette ne fonctionne pas

",1.5
0019888,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-20,2020-10-21,public,Message Dynamics,"Bonjour, 

nous avons un message d'erreur cf capture. Pouvez vous nous dire à qui cela est lié ? Pouvez vous faire une analyse ?

Merci ",0.25
0019131,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,toujours,commentaire,ouvert,Evolution,2020-05-07,2020-10-19,public,Création d'une nouvelle personne dans SIGMA,"Bonjour, nous avons reçu une demande de Dominique Da Silva concernant le champ par défaut ""Pays"" lors de la création d'une personne.

Est-il possible de retirer ça ? Dans le meilleur des cas, je pense qu'ils souhaiteraient avoir le champ par défaut lié au profil qui créer la nouvelle personne.

Merci pour votre retour

Cordialement

François",
0019855,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV- devise,"Pour un prospect dans la partie "" qualification"" , une fois type de cible sélectionnée le champ ""devise"" apparaît dans la version précédente il était complété automatiquement en ""EURO"" avec la montée de version ce n'est pas le cas. 
Merci de remettre la situation à l'identique.",1
0019843,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV-erreur de page,"Sujet de la demande : recherche Sigma

Details de la demande : Lorque l'on recherche une personne sur sigma, en cliquant sur le résultat, on arrive sur la page détail alors qu'il faut atterrir sur la page Résumé conformément à la version précédente.
Merci",0.5
0019856,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV- flux de taches,"Lorsque l'on clique sur l'icone flux d'activité, le panneau s'ouvre vide alors que le comportement était ok sur l'ancienne version.

",0
0019848,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,urgente,critique,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV - Blocage de phase,"Nous avons constaté un blocage pour le passage à la phase 1  d'un projet :
cf capture cas nom : DSI , prénom : test

Pouvez vous analyser et nous dire ce qui est bloquant, car il n'y a pas de message d'erreur.

",0.25
0019784,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,urgente,bloquant,toujours,accepté,résolu,Anomalie,2020-10-01,2020-10-13,public,Problème incorporation image événement,"Bonjour, depuis 1 semaine nous avons régulièrement des utilisateurs qui nous remonte une impossibilité d'ajouté des images dans les événements. Que ça soit en pieds de page ou en en tête.

Je peux vous proposer 6 cas différents sur 6 événements différents.

1 CAS : Evènement : CA du 6 octobre 2020 + images en pièges jointe (entete + pdp)",10
0019722,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-09-21,2020-10-12,public,problème sur gestion des impayés,"Bonjour,

personne : Prêt HERVE Laurent / SIMPLY A BOX

Impayé déclaré le 23/07, correctement enregistré mais le prêt est depuis passé à nouveau en remboursé, et le montant remboursé est passé en négatif, (entre parenthèse) sans aucune intervention des utilisateurs.

Tentative de déclaration d'impayé sur août, ligne 3, et là encore, montant au crédit en remboursement, et surtout message d'erreur ""a validation error occured for….. value outside range…
La régularisation passée au 01/09 indique un total remboursé à 0…

On peut constater également un problème sur le calcul du solde :
23/06 solde 58571.43
21/07 solde 61428.57 > le solde prend +2857.14e alors qu'il s'agit d'un impayé.

On peut voit les modifications faites dans les historiques ( capture échéance 2 et 3 ), l'état des échéances ( capture état échéance ), et l'échéancier lui - même ( capture échéancier).

Merci de nous fournir une analyse sur la problématique.",0.5
0019801,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-05,2020-10-12,public,erreur lors de la création d'un pret,"Bonjour, 

lorsque nous voulons creer un pret Mr DESAINRIQUER / entreprise SACEP2S /PH sur le fond 1 bis fonds PH RE Lorraine /montant de 20ke/2 Versements sur 
39 mois avec un différé de 3 mois.

 <Message>Date is less than the minumum value supported by CrmDateTime. Actual value: 03/23/0001 00:00:00, Minimum value supported: 01/01/1753 00:00:00</Message>",1.5
0019818,C2S - RESEAU ENTREPRENDRE,nchatainier,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-07,2020-10-07,public,Call Module Marketing et actions,Call Module Marketing et actions,0.5
0019605,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,urgente,majeur,n'a pas essayé,résolu,résolu,Anomalie,2020-09-01,2020-10-07,public,Passerelle loire vallee / loire berry  / val de loire passerelle,"Bonjour, 

nous avons constaté que les données des RE ci-dessous ne remontent pas dans les passerelles :  

loire vallee          
loire beery 		
val de loire 

Pouvez vous voir la problématique et nous donner le diagnostic. Merci.",3.5
0019762,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,élevée,mineur,n'a pas essayé,résolu,résolu,Anomalie,2020-09-24,2020-10-05,public,Remontée adhésion,"Bonjour, 

le RE Rhone Durance nous a informé que certains adhésions ne remontaient pas dans SAGE. Après vérification je n'ai pas de traces de ces écritures dans la passerelle.
Je vous mets en pièce jointe les adhésions concernées :
Exemple 1 : Personne : Bout Hélène 
Exemple 2 : Projet : Serpe 

Pouvez vous voir d'ou vient la problématique. ",4
0019738,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,résolu,résolu,Evolution,2020-09-21,2020-10-02,public,R7-Parcours projet,"Nous n'avons pas pu tester l'intégralité du parcours projet, plusieurs erreurs se présentent. Afin de garder une cohérence dans la remontée d'informations et dans le déroulé du parcours nous avons mis le déroulé dans un Word avec les erreurs rencontrées. Cf PJ.

",4.5
0019706,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,aléatoire,résolu,résolu,Anomalie,2020-09-17,2020-09-18,public,Import échéancier,"Bonjour,

sur le pret de Dumont Ingrid, nous n'arrivons pas à importer les modifications nécessaire pour un échéancier correct. 

Pouvez nous dire ce que ne fonctionne pas ? 

En PJ le fichier à importer et le rapport d'erreur.
Merci ",0.5
