Identifiant,Projet,Rapporteur,Assigné à,Priorité,Impact,Reproductibilité,État,Résolution,Catégorie,Date de soumission,Mis à jour,Afficher l’état,Résumé,Description,Temps passé (h)
0019514,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,toujours,accepté,résolu,Support,2020-08-06,2020-11-11,public,Modification des événements – Mis à jour non automatique,"Dossier 137460

Mail de suivi : fmuet@reseau-entreprendre.org

Priorité : moyenne

Sujet de la demande : Modification des événements – Mis à jour non automatique

Details de la demande : Bonjour,

Lorsque nous modifions un événement (ex : la participation ou la durée) les mises à jour ne se font pas automatiquement.

Pour la participation, nous devons depuis la fiche projet actualiser les cellules de comptage en haut à droite de la fiche projet.
Pour le suivi des heures, en cas de modification de la durée de l'événement nous devons aller dans la base suivi des heures de bénévolat pour modifier à la main le nombre d'heure de bénévolat pour chaque personne



cordialement,",0
0019070,C2S - RESEAU ENTREPRENDRE,FCHABBI,nchatainier,élevée,majeur,n'a pas essayé,accepté,résolu,Support,2020-04-21,2020-11-11,public,Accès Implantation Sigma pour Walloni,"En exportant les fichiers personnes dans Sigma pour Wallonie, on ne peut pas affecter les implantations pour les divers utilisateurs. Les DT sont bloqués.
L'accès est fermé pour attribuer les implantations pour la Wallonie
",0.25
0019008,C2S - RESEAU ENTREPRENDRE,LHAMMEL,nchatainier,normale,mineur,S/O,accepté,résolu,Evolution,2020-03-30,2020-11-11,public,Modification champs nombre d'années de garantie,"Bonjour, 

Comment passer le champs ""Nombre d'années de garantie"" (ser_nombredanneesdegarantie) de l'entité prêt en nombre décimal ? 

Merci d'avance, 

Louis",0
0019250,C2S - RESEAU ENTREPRENDRE,LHAMMEL,nchatainier,immédiate,bloquant,quelques fois,accepté,résolu,Support,2020-06-16,2020-11-11,public,Report des prêts,"Bonjour, 
Suite à la modification des plugins, un bug se présente quelques fois : 
lorsque les échéances sont reportées, le montant ne se met pas à 0 alors qu'il le devrait. Par exemple sur celui-ci : Prêt BALLADE Gérald / Les Triporteurs Malouins 
<https://reseauentreprendre.crm4.dynamics.com/main.aspx?etc=10087&extraqs=formid%3d87390678-aa39-4bc8-aef6-abf37f94837f&id=%7b7A2E7F12-0F4D-4E3A-9C4E-6F72B8B468EA%7d&pagetype=entityrecord>
",0.75
0018974,C2S - RESEAU ENTREPRENDRE,nchatainier,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-03-25,2020-11-11,public,calcul heures de bénévolat (0001274),"Maxime ALAY-EDDINE a participé à 2 CE, mais aucune heure de bénévolat n'a été décomptée pour cela.
La participation de membres aux événements donne lieu à décompte d'heures de bénévolat, à l'exception des événements type ""conviviale""",2
0019972,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-11-09,2020-11-11,public,Modification d'association,"Bonjour,

je n'ai visiblement pas les droits pour modifier le siret d'une association. 

Je l'ai pourtant modifier dans Sécurite > division > Re Normandie Seine et Eure mais apparement le lien ne se fait pas avec le panneau de l'association.

Pourquoi n'ai je pas le droit de modifier ? Quel est le rôle ? 
Pourquoi le lien entre le panneau division et celui : association > information ?

Merci",0.75
0019142,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,n'a pas essayé,commentaire,ouvert,Evolution,2020-05-14,2020-11-09,public,Nouveau Profil SIGMA,"Bonjour Dominique Da Silva souhaite que Madame Federica SECHI puisse accéder à tout Réseau Entreprendre Italia, soit les 3 divisions suivantes : RE PIEMONTE / RE LOMBARDI / RE EMILIA.

Est-ce qu'il est possible de lui octroyer l'accès à ces 3 divisions ?

Merci d'avance pour votre retour,",2.25
0018979,C2S - RESEAU ENTREPRENDRE,nchatainier,nchatainier,normale,mineur,n'a pas essayé,commentaire,réouvert,Evolution,2020-03-25,2020-11-09,public,"création sous-statut ""ancien membre"" (0001311)","Hello Zakaria,

Peux-tu ajouter un statut ""Ancien Membre"" ? Il faudrait pour ces personnes pouvoir les filtrer (sous-statut ""ancien membre"") et ne pas les voir apparaître en filtrant sur les autres types de membres.

Pour les anciens membres, il faudrait que la grille date d'entrée/date de sortie reste visible pour eux, pour que l'asso puisse conserver l'historique de la relation avec ce membre.

Merci !
Audrey",4
0019969,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-11-06,2020-11-09,public,Doublons,"Nous constatons la création de doublons par Masao Entreprise : 

exemple Demonfort crée le 0311 18h04 par Masao Entreprise.
cf capture
",0
0019933,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-30,2020-11-09,public,Extraction,"Bonjour,  

est il possible d'avoir un extraction des modifications de prêts faites sur SIGMA par Nadia Berkane, Louis Hammel, Sophie Gras entre 2019 et aujourd'hui ?

Merci.",1
0019924,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-27,2020-11-09,public,Modification de vue,"Bonjour, 

J'ouvre ce ticket pour lieu d'échange sur un chantier sur les vues initié en début d'année.

nous avons plusieurs questions par rapport aux modifications de vue système : 
- peut on les supprimer des listes ? 
- quel est l'impact de la suppression de ces vues système ? 
- peut on les modifier ? 
- peut on les remplacer ? 
- Quel est le cout ? 

Merci 
",0.25
0019896,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Evolution,2020-10-20,2020-11-09,public,Pop up,"Est il possible de créer un pop - up qui apparaîtrait dans SIGMA, dans lequel on peut diffuser des messages informatifs ? 

Si oui , merci de chiffrer le dev ? Ou une autre proposition de solution.",0.25
0019939,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-30,2020-11-06,public,MdV - LCBFT,"Bonjour, 

sur l'ancienne version le résultat de la vérification lCBFT remontait automatiquement dans Risque LCBFT.

Depuis la montée de version, cela ne fonctionne plus. Je vous mets en PJ l'exemple sur lequel j'ai fait le test.
",2
0019927,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,résolu,résolu,Evolution,2020-10-27,2020-11-03,public,Changement de nom de colonne,"Bonjour, 

je souhaiterai modifier un nom de colonne dans la vue qui se situe : 

MEnu > Accompagnement > Projet > colonne ""Programme""

Pouvez vous m'indiquer la démarche pour ce faire , merci.",0
0019923,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,urgente,bloquant,n'a pas essayé,résolu,résolu,Anomalie,2020-10-26,2020-10-30,public,Mdv- Image dans le module événements,"Bonjour , 

nous rencontrons à nouveau une problématique concernant le module événement suite au livrable de 8h. 

Les images ne se chargent pas à nouveau, ni le mail test ni le mail invités. 
Je vous joins les exemples en PJ.",4
0019860,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,majeur,toujours,résolu,résolu,Anomalie,2020-10-13,2020-10-26,public,MdV - Problème ajout de participant événement,"Bonjour,

Nous avons un collaborateur qui nous a remonté l'anomalie suivante. Depuis son événement ( par exemple 29 club accompagnateur ), il clique en haut à droite via les points verticaux ( voir capture d'écran ) puis fait Ajouter participants. Ensuite on se retrouve avec le message d'erreur en pièce jointe également.
Cela l'empêche de pouvoir rajouter des listes de communication. Il est obligé de rajouter une personne une à une depuis la liste des invités.

Merci pour votre retour.",5
0019857,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,aléatoire,commentaire,ouvert,Anomalie,2020-10-13,2020-10-23,public,MdV - Choix du pays,"Lors de la création d'un prospect, dans la partie ""Pays"" si l'on souhaite changer celui-ci l'opération est problématique. Il est difficile de supprimer le pays par défaut et encore plus de le remplacer par un autre.",2
0019873,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,immédiate,bloquant,n'a pas essayé,résolu,résolu,Anomalie,2020-10-15,2020-10-23,public,MdV- Modification de prêt ,"Lorsque nous passons une échéance en impayée le total du continu de diminuer.
Différent test ont été réalisé sur le prêt fictif Sophie Barra dupressoir, mais nous avons beaucoup de remontées de terrain.",5
0019867,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-14,2020-10-23,public,MdV - Rafraichissement de la vue,"Lorsque l'on fait une sélection via la recherche avancée, et que l'on souhaite l'utiliser dans le CRM, la vue ne rafraîchi pas les résultats et reste sur les résultats précédent. 
En vidant le cache le problème est résolu, cependant les utilisateurs ne vont pas le faire et le comportement est différent de l'ancienne version. 

Déroulé du cas : 
Recherché avancée > sélection d'une vue > utilisation d'une vue enregistré. 
Dans le CRM > sélection de la vue concernée, les résultats restent identiques aux résultats précédent. cf capture.",2.5
0019833,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,immédiate,bloquant,n'a pas essayé,résolu,résolu,Anomalie,2020-10-12,2020-10-22,public,Mdv - Création d'évènements,"Bonjour, 

suite à la montée de version, et le livrable attendu suite au 8 h de développements sur la création d’événements :
- le lien ""je participe / je ne participe pas"" n'est pas fonctionnel cf capture
- le texte insérer dans le corps du mail n'est pas repris
- l'insertion d'image comme testé en recette ne fonctionne pas

",1.5
0019888,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-20,2020-10-21,public,Message Dynamics,"Bonjour, 

nous avons un message d'erreur cf capture. Pouvez vous nous dire à qui cela est lié ? Pouvez vous faire une analyse ?

Merci ",0.25
0019884,C2S - RESEAU ENTREPRENDRE,ADiemer,APelissier,normale,mineur,aléatoire,résolu,résolu,Anomalie,2020-10-19,2020-10-20,public,erreur en création de projet,"Bonjour Nathalie,

Constaté à l'instant avec Eric depuis la prod: dans le menu Projet, quand on clique sur ""nouveau"" pour créer un nouveau projet, ce message d'erreur s'affiche de manière random:

Cannot read property 'getAttribute' of nullID de session : 9adb8673-b605-439f-a520-88c0e6f33437ID de corrélation : 0881482c-11f7-43e3-a365-407b5eb36419Nom de l’événement : onloadNom de ressource Web : mso_/Project/ser_projet.jsNom de la solution : ActiveNom de l’éditeur : DefaultPublisherreseauentreprendrefedeHeure : Mon Oct 19 2020 15:15:00 GMT+0200 (heure d’été d’Europe centrale)
	
À partir de l’adresse <https://reseauentreprendre.crm4.dynamics.com/main.aspx?appid=81a52945-bbbb-40c0-a253-3b61e7e030a9&pagetype=entityrecord&etn=ser_projet> 


Je te mets également le fichier journal en PJ.
Ce n'est pas bloquant à proprement parler, mais c'est gênant.

Merci pour ton retour !
Audrey",0.5
0019871,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,immédiate,majeur,n'a pas essayé,résolu,résolu,Anomalie,2020-10-15,2020-10-20,public,MdV - Envoi de mail,"Evènement > Liste des invités > 3 points verticaux à droite > afficher les enregistrements> sélection d'une personne > envoi email invités.

Lorsque l'on sélectionne une personne et que l'on clique sur le bouton ""envoi mail invités"" cf capture, le mail reçu ne reprend pas les images.
cf mail en PJ.",3
0019131,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,toujours,commentaire,ouvert,Evolution,2020-05-07,2020-10-19,public,Création d'une nouvelle personne dans SIGMA,"Bonjour, nous avons reçu une demande de Dominique Da Silva concernant le champ par défaut ""Pays"" lors de la création d'une personne.

Est-il possible de retirer ça ? Dans le meilleur des cas, je pense qu'ils souhaiteraient avoir le champ par défaut lié au profil qui créer la nouvelle personne.

Merci pour votre retour

Cordialement

François",
0019291,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,normale,mineur,toujours,accepté,résolu,Evolution,2020-06-26,2020-10-15,public,Déclenchement du statut membre lorsqu'un don est saisi,"Bonjour,
Nous avons été contacté par Mme Alix DUNOYER du RE Nord (adunoyer@reseau-entreprendre.org) qui a constaté que depuis l'ajout du statut membre donateur dans Sigma, lorsqu'un don est saisi pour une personne, le statut de cette personne ne passe pas automatiquement sur ""membre donateur"".
Merci par avance pour votre aide concernant cette demande.
Bonne journée,
--
Claude BEGGIATO",0
0019855,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV- devise,"Pour un prospect dans la partie "" qualification"" , une fois type de cible sélectionnée le champ ""devise"" apparaît dans la version précédente il était complété automatiquement en ""EURO"" avec la montée de version ce n'est pas le cas. 
Merci de remettre la situation à l'identique.",1
0019843,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV-erreur de page,"Sujet de la demande : recherche Sigma

Details de la demande : Lorque l'on recherche une personne sur sigma, en cliquant sur le résultat, on arrive sur la page détail alors qu'il faut atterrir sur la page Résumé conformément à la version précédente.
Merci",0.5
0019856,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV- flux de taches,"Lorsque l'on clique sur l'icone flux d'activité, le panneau s'ouvre vide alors que le comportement était ok sur l'ancienne version.

",0
0019848,C2S - RESEAU ENTREPRENDRE,FREMOND,APelissier,urgente,critique,n'a pas essayé,accepté,résolu,Anomalie,2020-10-13,2020-10-14,public,MdV - Blocage de phase,"Nous avons constaté un blocage pour le passage à la phase 1  d'un projet :
cf capture cas nom : DSI , prénom : test

Pouvez vous analyser et nous dire ce qui est bloquant, car il n'y a pas de message d'erreur.

",0.25
0019784,C2S - RESEAU ENTREPRENDRE,SupportOmconseil,nchatainier,urgente,bloquant,toujours,accepté,résolu,Anomalie,2020-10-01,2020-10-13,public,Problème incorporation image événement,"Bonjour, depuis 1 semaine nous avons régulièrement des utilisateurs qui nous remonte une impossibilité d'ajouté des images dans les événements. Que ça soit en pieds de page ou en en tête.

Je peux vous proposer 6 cas différents sur 6 événements différents.

1 CAS : Evènement : CA du 6 octobre 2020 + images en pièges jointe (entete + pdp)",10
0019824,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,accepté,résolu,Evolution,2020-10-09,2020-10-13,public,LCBFT Loire vallée,"Bonjour,

lors de l'interrogation LCBFT pour le tiers Nicolas Defayolle nous avons un message d'erreur en lien avec Sharepoint. 
Pouvez voir le paramétrage du dossier ? 
EN pièce jointe copie du message d'erreur et le journal d'erreur.

",2.5
0019722,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-09-21,2020-10-12,public,problème sur gestion des impayés,"Bonjour,

personne : Prêt HERVE Laurent / SIMPLY A BOX

Impayé déclaré le 23/07, correctement enregistré mais le prêt est depuis passé à nouveau en remboursé, et le montant remboursé est passé en négatif, (entre parenthèse) sans aucune intervention des utilisateurs.

Tentative de déclaration d'impayé sur août, ligne 3, et là encore, montant au crédit en remboursement, et surtout message d'erreur ""a validation error occured for….. value outside range…
La régularisation passée au 01/09 indique un total remboursé à 0…

On peut constater également un problème sur le calcul du solde :
23/06 solde 58571.43
21/07 solde 61428.57 > le solde prend +2857.14e alors qu'il s'agit d'un impayé.

On peut voit les modifications faites dans les historiques ( capture échéance 2 et 3 ), l'état des échéances ( capture état échéance ), et l'échéancier lui - même ( capture échéancier).

Merci de nous fournir une analyse sur la problématique.",0.5
0019801,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,accepté,résolu,Anomalie,2020-10-05,2020-10-12,public,erreur lors de la création d'un pret,"Bonjour, 

lorsque nous voulons creer un pret Mr DESAINRIQUER / entreprise SACEP2S /PH sur le fond 1 bis fonds PH RE Lorraine /montant de 20ke/2 Versements sur 
39 mois avec un différé de 3 mois.

 <Message>Date is less than the minumum value supported by CrmDateTime. Actual value: 03/23/0001 00:00:00, Minimum value supported: 01/01/1753 00:00:00</Message>",1.5
0019818,C2S - RESEAU ENTREPRENDRE,nchatainier,nchatainier,normale,mineur,n'a pas essayé,accepté,résolu,Support,2020-10-07,2020-10-07,public,Call Module Marketing et actions,Call Module Marketing et actions,0.5
0019605,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,urgente,majeur,n'a pas essayé,résolu,résolu,Anomalie,2020-09-01,2020-10-07,public,Passerelle loire vallee / loire berry  / val de loire passerelle,"Bonjour, 

nous avons constaté que les données des RE ci-dessous ne remontent pas dans les passerelles :  

loire vallee          
loire beery 		
val de loire 

Pouvez vous voir la problématique et nous donner le diagnostic. Merci.",3.5
0019778,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,majeur,n'a pas essayé,résolu,résolu,Anomalie,2020-09-29,2020-10-06,public,exécution du DowJones,"(0077116)
SupportOmconseil (rapporteur)
2020-09-24 18:01

Bonsoir,

Je rencontre un cas un peu similaire pour le projet : CONTENEURS CONSTRUCTIONS.
Nous ne parvenons pas à faire le contrôle LCBFT avec le message en pièce jointe.


en lien avec le ticket 19694",0.25
0019762,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,élevée,mineur,n'a pas essayé,résolu,résolu,Anomalie,2020-09-24,2020-10-05,public,Remontée adhésion,"Bonjour, 

le RE Rhone Durance nous a informé que certains adhésions ne remontaient pas dans SAGE. Après vérification je n'ai pas de traces de ces écritures dans la passerelle.
Je vous mets en pièce jointe les adhésions concernées :
Exemple 1 : Personne : Bout Hélène 
Exemple 2 : Projet : Serpe 

Pouvez vous voir d'ou vient la problématique. ",4
0019737,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,résolu,résolu,Evolution,2020-09-21,2020-10-05,public,R7-Statut de la personne,"Une fois le projet créé et rattaché à la personne, la case Candidat est bien bleutée mais on ne voit pas les sous-statuts… qui sont beaucoup plus bas sur l’écran :
Il faut que les cases bleues soient en face de ce bloc car en l’état, l’affichage est difficilement compréhensible.

Côté Activités, c’est également un peu compliqué: une action automatique (passer la personne en Candidat si on lui rattache un projet en phase 1) déclenche la création de 3 notes.
",2.5
0019733,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,résolu,résolu,Evolution,2020-09-21,2020-10-05,public,R7-Terminologie,"Dans la rubrique « spécificités », il faudrait reprendre notre terminologie de façon plus complète: programmes IMPACT+, INNOV’ (et non entreprise innovante), WOM’ENERGY (et non entreprendre au féminin)...",0.5
0019738,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,résolu,résolu,Evolution,2020-09-21,2020-10-02,public,R7-Parcours projet,"Nous n'avons pas pu tester l'intégralité du parcours projet, plusieurs erreurs se présentent. Afin de garder une cohérence dans la remontée d'informations et dans le déroulé du parcours nous avons mis le déroulé dans un Word avec les erreurs rencontrées. Cf PJ.

",4.5
0019736,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,n'a pas essayé,résolu,résolu,Evolution,2020-09-21,2020-09-30,public,R7-Recherche par pertinence,"En cliquant sur la loupe en haut à droite dans la barre de menu, un nouvel écran est accessible et on peut chercher par pertinence ou par catégorie. RAS sur la recherche par catégorie, par contre la recherche par pertinence ne remonte aucun résultat. A titre de comparaison : sur la prod actuelle, les deux modes de recherche sont possibles et remontent des résultats.",1
0019706,C2S - RESEAU ENTREPRENDRE,FREMOND,nchatainier,normale,mineur,aléatoire,résolu,résolu,Anomalie,2020-09-17,2020-09-18,public,Import échéancier,"Bonjour,

sur le pret de Dumont Ingrid, nous n'arrivons pas à importer les modifications nécessaire pour un échéancier correct. 

Pouvez nous dire ce que ne fonctionne pas ? 

En PJ le fichier à importer et le rapport d'erreur.
Merci ",0.5
